"Nome da instituição/unidade";"Tipo de Logradouro";"Nome do Logradouro";"Número no Logradouro";"Complemento";"Bairro";"CEP";"Estado";"Municipio";"Latitude";"Longitude";"Telefone 1";"Telefone 2";"E-mail ";"Público atendido pela instituição";"A instituição atende algum outro público específico?";"Qual?";"Sexo do público atendido";"Modalidade de internação";;
"Comunidade Terapêutica Vencedores de Cristo";"Estrada";"Dos Britos";2689;;"Estrada dos Britos";"06950-970";"São Paulo";"Juquitiba - São Paulo";"-23,9036835";"-46,995862";"(11) 4401-2477";"(11) 4683-2551";;"Adolescentes - Adultos";"Não";;"Masculino";"Voluntária";;
"Comunidade Terapêutica Projeto Vida Nova";"Rua";"Brandini Daneluz";111;;"Palmeirinha";"06950-971";"São Paulo";"Juquitiba - São Paulo";"-23,9328845328";"-47,0666723106";"(11) 4683-2094";;;"Adultos - Idosos";"Não";;"Masculino";"Voluntária - Involuntária - Compulsória";;
"Clínica Angels";"Estrada";"do Ribeirão Grande";9;;"Área Rural";"06950-000";"São Paulo";"Juquitiba - São Paulo";"-23,9315312446";"-47,0672087524";"(11) 4681-5177";"(11) 7248-8896";;"Adolescentes - Adultos - Idosos";"Não";;"Masculino";"Voluntária";;
"desafio jovem missão Emanuel casa de recuperação";"Rua";"Henrique Margonar";460;;"jardim Elóisa";"13617-645";"São Paulo";"Leme - São Paulo";"-22,1964621";"-47,3640025";"(19) 3571-6616";;"desafiojovemleme1@hotmail.com";"Crianças - Adolescentes";"Não";;"Masculino";"Voluntária";;
"comunidade vida melhor";"Rua";"Herminio Ometto";2534;;"jardim são José";"13610-760";"São Paulo";"Leme - São Paulo";"-22,2030692";"-47,3893836";"(19) 3554-8615";;;"Adolescentes - Adultos";"Não";;"Feminino - Masculino";"Voluntária";;
"Comunidade Vida Nova";"Rua";"archimedes Bertão";"s/n";;"Chácara Saúde";"13612-610";"São Paulo";"Leme - São Paulo";"-22,2243194";"-47,3942432";"(19) 3572-2056";"(19) 3572-1867";;"Crianças - Adolescentes - Adultos";"Não";;"Feminino - Masculino";"Voluntária";;
"Casa Dia de Limeira";"Rodovia";"Anhanguera";"Km 142";;"Dos Pereiras";"13480-000";"São Paulo";"Limeira - São Paulo";"-22,5884121993";"-47,3684940396";"(19) 3227-7357";"(19) 8808-1309";;"Adultos";"Não";;"Masculino";"Voluntária";;
"Clínica Recanto da Paz";"Rua";"José Fracalossi";119;;"Nova Suiça - Vila Camargo";"13486-081";"São Paulo";"Limeira - São Paulo";"-22,5652273";"-47,3919285";"(19) 3497-2492";"(19) 3442-7847";;;;;;;;
"Clínica Recanto da Paz - Unidade 2";"Rua";"Dr. Adhemar Pereira de Barros";250;;"Parque Fliporeto";"13486-081";"São Paulo";"Limeira - São Paulo";"-22,572993";"-47,3732448";"(19) 3497-2492";;;"Adultos - Idosos";"Não";;"Masculino";"Voluntária - Involuntária - Compulsória";;
"Clínica Recanto da Paz - Unidade 4";"Rua";"Dr. Adhemar Pereira de Barros";250;;"Jardim Ouro Verde";"13480-970";"São Paulo";"Limeira - São Paulo";"-22,572993";"-47,3732448";"(19) 3497-2492";;;"Adultos";"Não";;"Feminino";"Voluntária - Involuntária - Compulsória";;
"Clínica Recanto da Paz - Unidade 5";"Rua";"Tiradentes";"km 142";;"Parque Hipolito";"13480-970";"São Paulo";"Limeira - São Paulo";"-22,5646730557";"-47,4004279794";"(19) 3497-2492";;;"Adultos - Idosos";"Não";;"Masculino";"Voluntária - Involuntária - Compulsória";;
"Clínica Recanto da Paz - Unidade 8";"Rua";"Dr. Adhemar Pereira de Barros";250;;"dos Pires";"13480-970";"São Paulo";"Limeira - São Paulo";"-22,572993";"-47,3732448";"(19) 3497-2492";;;"Adultos - Idosos";"Não";;"Masculino";"Voluntária - Involuntária - Compulsória";;
"Clínica Recanto da Paz - Unidade 7";"Rua";"Dr. Adhemar Pereira de Barros";250;;"dos Pires";"13480-970";"São Paulo";"Limeira - São Paulo";"-22,572993";"-47,3732448";"(19) 3497-2492";;;"Adultos - Idosos";"Não";;"Masculino";"Voluntária - Involuntária - Compulsória";;
"Clínica Recanto da Paz - Unidade 6";"Rua";"Dr. Adhemar Pereira de Barros";250;;"Parque Hipólyto";"13480-970";"São Paulo";"Limeira - São Paulo";"-22,572993";"-47,3732448";"(19) 3497-2499";;;"Adultos - Idosos";"Não";;"Feminino";"Voluntária - Involuntária - Compulsória";;
"Clínica Recanto da Paz - Unidade 1";"Estrada";"da Balsa";"s/n";;"Limeira";"13486-081";"São Paulo";"Limeira - São Paulo";"-22,6855610819";"-47,4077718095";"(19) 3497-2492";;;"Adultos - Idosos";"Não";;"Masculino";"Voluntária - Involuntária - Compulsória";;
"Clínica Recanto da Paz - Unidade 3";"Estrada";"da Balsa";"s/n";;"Parque Fliporetto";"13486-081";"São Paulo";"Limeira - São Paulo";"-22,6865905535";"-47,4072568254";"(19) 3497-2492";;;"Adultos - Idosos";"Não";;"Masculino";"Voluntária - Involuntária - Compulsória";;
"Comunidade Terapêutica Mais Vida";"Rua";"Sete de Setembro";55;;"Centro";"13480-150";"São Paulo";"Limeira - São Paulo";"-22,5196603231";"-46,6498785323";"(19) 3442-9300";"(19) 3453-8633";"maisvida@limeira.com.br";"Adolescentes - Adultos - Idosos";"Não";;"Masculino";"Voluntária - Involuntária - Compulsória";;
"desafio jovem Jeová Rafa unidade feminina";"Rua";"Taulita de Castro Tavares";195;"vila Portugal";"ponte nova";"12602-830";"São Paulo";"Lorena - São Paulo";"-22,7258487303";"-45,1259900949";"(12) 3157-2204";"(12) 9799-3741";"desafiojovenjeovarafa@hotmail.com";"Adultos";"Não";;"Masculino";"Voluntária";;
"desafio jovem jeová- rafá";"Rua";"tautila de castro de tavares";420;"vila portugal";"ponte nova";"12602-830";"São Paulo";"Lorena - São Paulo";"-22,7416218715";"-45,1115705484";"(12) 3157-2244";"(12) 9182-4044";"desafiojovemjeovarafa@hotmail.com";"Adultos";"Não";;"Feminino";"Voluntária";;
"associação educacional e assistencial Bethânia";"Estrada";"Chiquito de Aquino";"sem numero";"Km 5";"Santa Lucrécia";"12600-970";"São Paulo";"Lorena - São Paulo";"-22,701855027";"-45,1204325578";"(12) 3157-8317";"(48) 3265-4415";"recantolorena@hotmail.com";"Adultos - Idosos";"Não";;"Feminino - Masculino";"Voluntária";;
"Comunidade Terapêutica Monte Sinai";"Avenida";"São José";111;;"Centro";"12600-560";"São Paulo";"Lorena - São Paulo";"-22,7363605";"-45,1227551";"(12) 3123-2303";;;"Crianças - Adolescentes - Adultos - Idosos";"Não";;"Masculino";"Voluntária - Involuntária - Compulsória";;
"Associação Unida Social";"Estrada";"Municipal São Camilo";501;;"Horto Florestal";"18120-970";"São Paulo";"Mairinque - São Paulo";"-23,5484063722";"-47,1722284132";"(11) 7304-1098";"(11) 7484-9492";"dalmopapai@ig.com.br";"Adultos - Idosos";"Não";;"Masculino";"Voluntária";;
"Comunidade Terapêutica SOS Drogas Revim";"Estrada";"da Servidão";585;;"Olhos d";"18120-000";"São Paulo";"Mairinque - São Paulo";"-23,5439764425";"-47,1827304379";"(11) 4246-2177";;;"Adolescentes - Adultos - Idosos";"Não";;"Masculino";"Voluntária - Involuntária";;
"grand house centro evolução biopsicosocial";"Estrada";"norberto antonio de morais";2801;;"recanto sala azul";"07600-000";"São Paulo";"Mairiporã - São Paulo";"-23,3213626";"-46,5890121";"(11) 4483-4684";;"clinica@grandhouse.com.br";"Adultos - Idosos";"Não";;"Masculino";"Voluntária - Involuntária - Compulsória";;
"Desafio Jovem de Mairiporã";"Rodovia";"Fernão Dias";"km 62";;"Rico do Olho dagua";"07061-970";"São Paulo";"Mairiporã - São Paulo";"-23,2691985017";"-46,5838393447";"(11) 4604-2741";;;"Adultos - Idosos";;;"Masculino";"Voluntária";;
"associação renovar";"Rua";"padre celestino andre trevisan";370;;"barreiro";"07600-000";"São Paulo";"Mairiporã - São Paulo";"-23,3216734841";"-46,588243346";"(11) 4419-0822";"(11) 7832-4226";"renovar@institutorenovar.org";"Adultos - Idosos";"Não";;"Masculino";"Voluntária";;
"Comunidade Terapêutica Vitória";"Estrada";"Velha de Bragança";513;;"Rio Acima";"07600-000";"São Paulo";"Mairiporã - São Paulo";"-";"-";"(11) 4604-2455";;;"Adultos";"Não";;"Masculino";"Voluntária";;
"Comunidade Terapêutica Cantareira";"Rua";"Benedito José da Silva";536;"Chácara";"Lava Pés";"07600-000";"São Paulo";"Mairiporã - São Paulo";"-";"-";"(11) 4419-3763";"(11) 4419-0752";"contato@ctcantareira.com.br";"Adultos - Idosos";"Não";;"Feminino - Masculino";"Voluntária - Involuntária";;
"projeto vida Nova Associação de Recuperaçao de Dependentes Quimicos";"Distrito";"Dirceu Chácara";635;;"Florida";"17500-000";"São Paulo";"Marília - São Paulo";"-";"-";"(14) 3454-5919";;;"Adultos";;;"Masculino";"Voluntária";;
"Esquadrão da Vida de Marília";"Rua";"Estados Unidos";44;;"Jockei Clube";"17521-430";"São Paulo";"Marília - São Paulo";"-22,1918578631";"-49,8958034802";"(14) 3417-2266";;"esquadrao@esquadraovida.com.br";"Adultos";"Não";;"Masculino";"Voluntária";;
"Associação Promocional Renascer - Comunidade Terapeutica";"Rua";"José Artemonte";1834;;"Bom retiro";"15990-405";"São Paulo";"Matão - São Paulo";"-21,6057811";"-48,3493078";"(16) 9726-5855";;;"Adultos - Idosos";"Não";;"Masculino";"Voluntária - Involuntária";;
"Associação Missionária Terra Nova Recuperação de Vidas";"Rua";"Luiz Antico";247;;"Vila Assis";"09360-610";"São Paulo";"Mauá - São Paulo";"-23,6863618";"-46,4620048";"(11) 4512-1205";;;"Adultos";"Não";;"Masculino";"Voluntária - Involuntária";;
"CREVI - Centro de Recuperação da Vida";"Avenida";"Djair José de Moraes";3082;;"Regissol";"15130-000";"São Paulo";"Mirassol - São Paulo";"-20,8030227783";"-49,5037101043";"(17) 9118-1364";;;"Adultos - Idosos";"Não";;"Masculino";"Voluntária";;
"CREVI - Centro de Recuperação da Vida";"Estrada";"Terra Mirassol a São José do Rio Preto";"s/n";"sentido ao Aterro Sanitário";"Aterro Sanitário";"15300-000";"São Paulo";"Mirassol - São Paulo";"-20,8165621493";"-49,447343137";"(17) 9154-5188";;;"Adultos - Idosos";"Não";;;"Voluntária";;
"casa de maria";"Estrada";"das esmeraldas";530;;"santo angelo";"01051-970";"São Paulo";"Mogi das Cruzes - São Paulo";"-23,537916568";"-46,1913118458";"(11) 9579-3519";;;"Adultos";"Sim";"morador de rua";"Masculino";"Voluntária";;
"Associação Missionária Catequista do Sagrado Coração - Projeto Vida";"Rua";"Francisco Martins";96;;"Socorro";"08780-520";"São Paulo";"Mogi das Cruzes - São Paulo";"-23,5184077";"-46,1770468";"(11) 4799-8337";"(11) 4796-3181";;"Crianças - Adolescentes - Adultos";"Sim";"Moradores de rua e pessoas carentes";"Feminino - Masculino";"Voluntária";;
"Associação Recanto Fonte de Luz";"Estrada";"Ouro Fino";"s/n";"km 37";"Quatinga";"08790-000";"São Paulo";"Mogi das Cruzes - São Paulo";"-";"-";"(11) 2911-7825";"(11) 2301-1437";"tratamentos@recantofonteluz.com.br";"Adolescentes - Adultos - Idosos";"Não";;"Masculino";"Voluntária";;
"Comunidade Missionária Nossa Senhora Rosa Mística";"Rodovia";"Mogi Dutra";"s/n";"km 42 - Caixa Postal 438";"Fazenda Tabor";"08770-490";"São Paulo";"Mogi das Cruzes - São Paulo";"-23,4238509576";"-46,2052808991";"(11) 4791-3337";"(11) 7569-0916";;"Adultos";"Não";;"Masculino";"Voluntária";;
"clinica prosseguir";"Rua";"Silvio Cesar de Marco";140;;"chácara malvorada";"13849-628";"São Paulo";"Mogi Guaçu - São Paulo";"-";"-";"(19) 9768-0630";;;"Adultos - Idosos";"Não";;"Masculino";"Voluntária - Involuntária - Compulsória";;
"associação resgate a vida de mogi mirim";"Rua";"vitor salvato";36;;"mirante";"13801-027";"São Paulo";"Moji Mirim - São Paulo";"-22,4432921073";"-46,9620677445";"(19) 3862-5541";;"resgateavida@uol.com.br";"Adultos - Idosos";"Não";;"Masculino";"Voluntária";;
"casa de recuperação samambaia";"Rua";"h";452;;"Itaguai";"11730-000";"São Paulo";"Mongaguá - São Paulo";"-24,118686685";"-46,6909071147";"(13) 3446-2476";;"falecom@missaosamanbaia.com.br";"Adultos";"Não";;"Masculino";"Voluntária";;
"Comunidade Terapêutica Ágape Shalon";"Rua";"José Bonifácio";3197;;"Jardim Leonor";"11730-000";"São Paulo";"Mongaguá - São Paulo";"-24,1095693";"-46,7058891";"(13) 3448-1244";;;"Adultos";"Não";;"Masculino";"Voluntária";;
"Centro Evangélico de Libertação";"Estrada";"Estrada da Fazenda";1350;;"Agenor de Campos";"11700-000";"São Paulo";"Mongaguá - São Paulo";"-";"-";"(13) 3477-4285";;;"Adolescentes - Adultos";"Sim";"Moradores de rua";"Masculino";"Voluntária";;
"Comunidade Terpêutica Abba";"Estrada";"Fonte da Índia";"s/nº";"Chácara Recanto Alegre";"Falcão";"13910-970";"São Paulo";"Monte Alegre do Sul - São Paulo";"-22,6924338609";"-46,6830894884";"(19) 3899-1319";"(19) 3899-1885";;"Adultos";"Não";;"Masculino";"Voluntária - Involuntária";;
"Associação Promocional Vida Nova - Horto de Deus";"Estrada";"Municipal Monte Alto a Água Limpa";"s/n";"sentido monte alto - vista alegre proximo cestari";"Água Limpa";"15910-000";"São Paulo";"Monte Alto - São Paulo";"-21,2546128176";"-48,4939942235";"(16) 3242-4745";"(16) 8854-1035";"hortodedeus@ig.com.br";"Adultos - Idosos";"Não";;"Masculino";"Voluntária";;
"Casa Dia de Nova Odessa";"Rua";"Rio Jundiaí";230;;"Chácara Recreio do Preso";"13460-000";"São Paulo";"Nova Odessa - São Paulo";"-22,7400783";"-47,2229213";"(19) 3476-4446";"(19) 9388-8695";;"Adolescentes";"Não";;"Masculino";"Compulsória";;
"associaçaõ indepedendecia valorizando a liberdade e a qualidade de vida";"Rua";"pastor andrei serucks";41;;"chacara central fazenda vellic";"13460-000";"São Paulo";"Nova Odessa - São Paulo";"-22,784330231";"-47,2923094725";"(19) 3476-1528";;"independencia@yahoo.com.br";"Adultos";"Não";;"Masculino";"Voluntária";;
"Sociedade Fraterna Brasil - Pedro Angular";"Sítio";"Joaquim Leite da Cunha";1112;;"Santa Luiza";"13460-000";"São Paulo";"Nova Odessa - São Paulo";"-22,7824943281";"-47,2975623035";"(19) 3828-7939";;;"Adultos";"Não";;"Masculino";"Voluntária";;
"Comunidade Terapêutica Teshuya";"Rua";"Campos Sales";283;;"Centro";"14960-000";"São Paulo";"Novo Horizonte - São Paulo";"-21,4761247619";"-49,2292748366";"(17) 3542-1539";;;"Crianças - Adolescentes - Adultos - Idosos";"Não";;"Masculino";"Voluntária";;
"Comunidade Terapêutica Teshuvá";"Estrada";"Vicinal Miguel Brado";"s/n";"sentido vila cardoso";"Água Limpa";"14960-000";"São Paulo";"Novo Horizonte - São Paulo";"-21,4726982379";"-49,2583027712";"(17) 9165-6820";"(17) 9278-6678";;"Adultos";"Não";;"Masculino";"Voluntária";;
"Associação Liberdade com Amor e Respeito a Vida";"Rua";"João Alves Pedroso";270;;"Jardim Conceição";"06140-062";"São Paulo";"Osasco - São Paulo";"-23,5713052";"-46,8104176";"(11) 3609-6525";"(11) 3609-0955";"associacaolarosasco@gmail.com";"Adultos";"Sim";"pacientes com HIV";"Masculino";"Voluntária";;
"Associação Grupo de Apoio a Dependentes de Drogas e Familiares - AGADEF";"Avenida";"Pedro Lorena";138;;"Vila Serventina";"06250-010";"São Paulo";"Osasco - São Paulo";"-23,5039356";"-46,7899832";"(11) 3696-3509";"(11) 9750-1912";;"Adolescentes - Adultos";"Não";;"Feminino - Masculino";"Voluntária";;
"COMUNIDADE TERAPÊUTICA MISSÃO VIDA";"Chácara";"do Isaque";"s/n";"Fontes Elim";"Aeroporto";"19900-970";"São Paulo";"Ourinhos - São Paulo";"-22,9438506672";"-49,829864502";"(14) 3324-8938";"(14) 9620-8262";"ctmissaovida@hotmail.com";"Adultos";;;"Masculino";"Voluntária - Involuntária - Compulsória";;
"Comunidade Terapêutica Missão Vida";"Rua";"Paraná";1003;;"Centro";"19901-021";"São Paulo";"Ourinhos - São Paulo";"-22,9849065155";"-49,8685116565";"(14) 3026-2607";;"ctmissaovida@hotmail.com";"Adultos - Idosos";"Não";;"Masculino";"Voluntária";;
"pastoral da sobriedade de palestina";"Rua";"1º de maio";1221;;"centro";"15470-000";"São Paulo";"Palestina - São Paulo";"-20,2790587001";"-49,5562519574";"(17) 3293-1234";;;"Adolescentes - Adultos";"Não";;"Feminino - Masculino";"Voluntária";;
"Instituto Assistencial Emanuel - Bezerra de Menezes";"Rua";"Helio Polezer";300;;"Parque da Represa";"13140-000";"São Paulo";"Paulínia - São Paulo";"-22,7715411227";"-47,1695401562";"(19) 3884-6369";"(19) 3884-1016";"paulinia@bezerrademenezes.org.br";"Adultos - Idosos";"Não";;"Masculino";"Voluntária";;
"Grupo de Apoio aos Alcoólatras e Narcóticos";"Rua";"Madeo Furlani";1628;;"Vila Paulista";"17280-000";"São Paulo";"Pederneiras - São Paulo";"-22,3618057411";"-48,7980207034";"(14) 3283-1188";;;"Adolescentes - Adultos";;;"Masculino";"Voluntária";;
"Panha e Almeida Projeto Terapêutico Vida Nova";"Rua";"Elisa Serafim";321;;"Vila Canesso";"13920-000";"São Paulo";"Pedreira - São Paulo";"-22,7440203";"-46,9145628";"(19) 3893-7673";;"projeto_vidanova@hotmail.com";"Adolescentes - Adultos - Idosos";"Não";;"Masculino";"Voluntária - Involuntária";;
"Associação Cultural Recuperação e Integração Social de Pedreira";"Rua";"Siqueira Campos";131;;"Centro";"13920-000";"São Paulo";"Pedreira - São Paulo";"-22,7401962258";"-46,8980456716";"(19) 3893-3557";;"acarisma@terra.com.br";"Adolescentes - Adultos - Idosos";"Não";;"Masculino";"Voluntária";;
"Casa de Recuperação São Francisco de Assis";"Rua";"Maria Ribeiro Resterich";461;;"Vila Sorocabano";"97900-000";"São Paulo";"Pedro de Toledo - São Paulo";"-24,2495704888";"-47,2212432221";"(13) 3419-1722";;"ct@projetorespeitar.rog.br";"Adultos";"Não";;"Feminino - Masculino";"Voluntária";;
"casa de recuperação de vidas de penapolis";"Estrada";"kemel h00aal";"km01";;"estrada do aeroporto";"16300-000";"São Paulo";"Penápolis - São Paulo";"-21,4287247489";"-50,0914821494";"(18) 3652-3250";"(18) 3653-2232";"lucianojusrino2011@hotmail.com";"Adultos - Idosos";"Não";;"Masculino";"Voluntária";;
"Comunidade Integrada São Francisco de Assis";"Rodovia";"Feliciano Salles Cunha";"s/n";"Km 619";"Zona Rural";"15000-370";"São Paulo";"Pereira Barreto - São Paulo";"-20,6173845902";"-51,0827608431";"(18) 9145-5508";;;"Adultos - Idosos";"Não";;"Masculino";"Voluntária";;
"recanto vida associação padre Leonardo Nunes";"Avenida";"Armando Cunha";1336;;"jardim Somar";"11750-970";"São Paulo";"Peruíbe - São Paulo";"-24,2632752";"-46,9706119";"(13) 3458-4256";;"marcelo@recantovida.org.br";"Adultos";"Sim";"deficiente físico-visual";"Masculino";"Voluntária";;
"CRAD-clinica de recuperação de álcool e drogas";"Rua";"Alvaro Segurado Braz";210;;"Antonio Novaz";"11750-000";"São Paulo";"Peruíbe - São Paulo";"-24,2628071";"-46,9536607";"(13) 3456-3039";;"admin@clinicacrad.com.br";"Adolescentes - Adultos - Idosos";"Sim";"cadeirante";"Masculino";"Voluntária - Involuntária - Compulsória";;
"clinica de recuperação fazenda fênix";"Estrada";"Municipal Armando Cunha";"s/n";"km 07";"cossogi";"11750-000";"São Paulo";"Peruíbe - São Paulo";"-24,2679966392";"-46,9593758047";"(13) 3345-8263";"(13) 9608-9836";"clinica-fenix@uol.com.br";"Adultos";"Não";;"Masculino";"Voluntária";;
"Centro Especializado de Apoio Em Dependência Química";"Rua";"Sete";110;;"Jardim Guarau";"11750-000";"São Paulo";"Peruíbe - São Paulo";"-24,2610231565";"-46,9764612549";"(11) 9716-4932";;"contato@vidaepaz.org";"Adolescentes - Adultos - Idosos";"Sim";"Gestantes";"Feminino - Masculino";"Compulsória";;
"Associação Promocional Sol Nascente";"Avenida";"Tancredo de Almeida Neves";1860;"Casa";"Caraminguara";"11750-000";"São Paulo";"Peruíbe - São Paulo";"-24,3048813";"-47,0166128";"(13) 3454-1263";;"adm@solnascente.org.br";"Adolescentes - Adultos - Idosos";"Não";;"Masculino";"Voluntária";;
"Centro Especializado de Apoio à Dependência Química";"Rua";"Treze";"s/n";;"Vila Erminda";"11750-000";"São Paulo";"Peruíbe - São Paulo";"-24,2608340517";"-46,9540165299";"(13) 3458-2710";;"tratamento.dqcead@hotmail.com";"Adolescentes - Adultos - Idosos";"Não";;"Feminino";"Voluntária - Compulsória";;
"Centro Especializado de Apoio à Dependência Química";"Avenida";"Armando Cunha";83;"Rua Três";"Chácara Tamoios";"11750-000";"São Paulo";"Peruíbe - São Paulo";"-24,2677749";"-46,9598405";"(13) 3458-2710";;"tratamento.dqcead@hotmail.com";"Adolescentes - Adultos - Idosos";"Não";;"Masculino";"Voluntária - Compulsória";;
"Associação de Recuperação Guedes";"Avenida";"Gelson de Souza Reis";1490;;"Balneário Antonio Novaes";"11750-000";"São Paulo";"Peruíbe - São Paulo";"-24,3193804825";"-46,9993514987";"(13) 3458-5567";"(11) 4063-3317";"clinica.guedes@bol.com.br";"Adolescentes - Adultos";"Não";;"Masculino";"Voluntária - Involuntária - Compulsória";;
"Missão Filadelfia";"Rodovia";"SP 79";"s/n";"km 117";"Boa Vista";"18170-000";"São Paulo";"Piedade - São Paulo";"-23,7787253";"-47,5097551";"(15) 9737-3577";;"comunassismissaofiladelfiadepiedade@hotmail.com";"Adultos - Idosos";"Sim";"Cadeirantes e pessoas com aminésia";"Masculino";"Voluntária";;
